"mallcauses" "fallcauses" "mbmi" "fbmi" "msmoking" "fsmoking"
"1924" NA NA 0.0111324737090417 0.0167988024596445 NA NA
"1925" NA NA 0.0106964514791788 0.0164254152941624 NA NA
"1926" NA NA 0.0104259645444577 0.0162001987547699 NA NA
"1927" NA NA 0.0103090449725491 0.0161124602658412 NA NA
"1928" NA NA 0.0103337248311235 0.0161515072517503 NA NA
"1929" NA NA 0.0104880361878514 0.0163066471368716 NA NA
"1930" NA NA 0.0107600111104034 0.0165671873455792 NA NA
"1931" NA NA 0.01113768166645 0.0169224353022472 NA NA
"1932" NA NA 0.0116090799236618 0.0173616984312499 NA NA
"1933" 0.23083 0.2427 0.0121622379497092 0.0178742841569614 NA NA
"1934" 0.23801 0.25479 0.0127851878122628 0.0184494999037558 NA NA
"1935" 0.2357 0.25145 0.0134659615789933 0.0190766530960075 NA NA
"1936" 0.25394 0.27456 0.0141925913175710 0.0197450511580905 NA NA
"1937" 0.23661 0.26113 0.0149531090956666 0.0204440015143790 NA NA
"1938" 0.22066 0.23847 0.0157355469809505 0.0211628115892473 NA NA
"1939" 0.23235 0.24669 0.0165279370410934 0.0218907888070694 NA NA
"1940" 0.24226 0.26714 0.0173183113437657 0.0226172405922196 NA NA
"1941" 0.22703 0.25116 0.018094701956638 0.0233314743690720 NA NA
"1942" 0.21932 0.2454 0.0188451409473809 0.0240227975620009 NA NA
"1943" 0.25046 0.27438 0.0195576603836648 0.0246805175953804 NA NA
"1944" 0.23292 0.25805 0.0202202923331603 0.0252939418935846 NA NA
"1945" 0.22581 0.24728 0.020821068863538 0.0258523778809878 NA NA
"1946" 0.21396 0.24805 0.0213480220424684 0.0263451329819641 NA NA
"1947" 0.22089 0.24392 0.0217891839376220 0.0267615146208878 NA NA
"1948" 0.21946 0.24695 0.0221325866166693 0.0270908302221329 NA NA
"1949" 0.22219 0.24961 0.022366262147281 0.0273223872100737 NA NA
"1950" 0.23024 0.26134 0.0224782425971275 0.0274454930090843 NA NA
"1951" 0.22002 0.24868 0.0224565600338794 0.027449455043539 NA NA
"1952" 0.22292 0.24983 0.0222892465252073 0.0273235807378119 NA NA
"1953" 0.22072 0.25025 0.0219643341387816 0.0270571775162771 NA NA
"1954" 0.20761 0.24108 0.0214698549422728 0.0266395528033089 NA NA
"1955" 0.20282 0.23993 0.0207938410033517 0.0260600140232815 0.0263479076464195 0.00826683309769521
"1956" 0.20947 0.2355 0.0199243243896886 0.0253078686005690 0.0261864190875402 0.00810534453881584
"1957" 0.21911 0.24624 0.0188493371689541 0.0243724239595455 0.0260249305286607 0.0079438559799364
"1958" 0.21875 0.25316 0.0175569114088187 0.0232429875245854 0.0258634419697813 0.00778236742105698
"1959" 0.21936 0.24337 0.0160350791769531 0.0219088667200627 0.0257019534109019 0.0076208788621776
"1960" 0.22366 0.24859 0.0142718725410277 0.0203593689703516 0.0255404648520225 0.00745939030329817
"1961" 0.21099 0.24228 0.0122553235687131 0.0185838016998263 0.0253789762931431 0.00729790174441874
"1962" 0.22333 0.26124 0.0102887813604262 0.0168753314553092 0.0252174877342637 0.00713641318553937
"1963" 0.22474 0.25069 0.0086867246794935 0.0155274928472334 0.0250559991753843 0.00697492462665994
"1964" 0.21115 0.23932 0.00745388008794922 0.0145301453953893 0.0248945106165049 0.00681343606778056
"1965" 0.21373 0.24751 0.00659497414782779 0.0138731486195674 0.0247330220576255 0.00665194750890113
"1966" 0.21266 0.24757 0.00611473342116358 0.0135463620395581 0.024571533498746 0.0064904589500217
"1967" 0.20844 0.25111 0.00601788446999097 0.0135396451751517 0.0244100449398666 0.00632897039114233
"1968" 0.21603 0.25801 0.00630915385634434 0.0138428575461387 0.0242485563809872 0.0061674818322629
"1969" 0.2074 0.24574 0.00699326814225806 0.0144458586723096 0.0240870678221078 0.00600599327338347
"1970" 0.19875 0.23664 0.00807495388976654 0.0153385080734546 0.0239255792632284 0.0058445047145041
"1971" 0.19912 0.2396 0.00955893766090414 0.0165106652693643 0.023764090704349 0.00568301615562467
"1972" 0.20077 0.23814 0.0114499460177052 0.0179521897798290 0.0236026021454696 0.00552152759674523
"1973" 0.20246 0.23736 0.0137527055222042 0.0196529411246391 0.0234411135865902 0.00536003903786586
"1974" 0.1943 0.23552 0.0166079610891638 0.0216065013576341 0.0232796250277107 0.00519855047898643
"1975" 0.18239 0.21911 0.0200237830017795 0.0238646353809123 0.0231181364688314 0.00503706192010706
"1976" 0.18702 0.23145 0.0238058858747344 0.0265044769866526 0.0229566479099519 0.00487557336122763
"1977" 0.17827 0.22726 0.0277599843227119 0.0296031599670338 0.0227951593510725 0.0047140848023482
"1978" 0.18176 0.22199 0.0316917929603951 0.0332378181142349 0.0226336707921931 0.00455259624346882
"1979" 0.16937 0.21334 0.0358657432085852 0.0372034188993649 0.0224721822333137 0.00439110768458939
"1980" 0.17894 0.22267 0.0408254178087887 0.0412880212702191 0.0223106936744343 0.00422961912570996
"1981" 0.17508 0.21819 0.0426481225834091 0.0453613795904491 0.0221492051155549 0.00406813056683059
"1982" 0.16838 0.21322 0.0448088147071954 0.0494656828535977 0.0219877165566755 0.00390664200795116
"1983" 0.17273 0.21564 0.0384538014729702 0.0521911139290614 0.0218262279977960 0.00374515344907173
"1984" 0.17185 0.21908 0.0315446278353728 0.0540699910089693 0.0216647394389167 0.00358366489019235
"1985" 0.17676 0.22851 0.0290236857118023 0.058545159567578 0.0215032508800372 0.00342217633131292
"1986" 0.17316 0.22189 0.0244596067158722 0.0597937244418617 0.0213417623211579 0.00326068777243355
"1987" 0.1737 0.21874 0.0182960632883399 0.0566883256262000 0.0211802737622784 0.00309919921355412
"1988" 0.17669 0.22695 0.0172496285940710 0.0504852836387403 0.021018785203399 0.00293771065467469
"1989" 0.16974 0.21757 0.0236968293655402 0.0530314401926579 0.0208572966445196 0.00277622209579531
"1990" 0.16652 0.21492 0.0288523217585144 0.0582325063400318 0.0206958080856402 0.00261473353691588
"1991" 0.16533 0.21087 0.0284788963421128 0.05845468511763 0.0205343195267608 0.00245324497803645
"1992" 0.16471 0.21538 0.023653684842006 0.0614923306465386 0.0203728309678814 0.00229175641915708
"1993" 0.17178 0.22044 0.0208757710572151 0.0634186441032335 0.0202113424090020 0.00213026786027765
"1994" 0.16711 0.21907 0.0215322348241822 0.0655642589145353 0.0200498538501225 0.00196877930139822
"1995" 0.16829 0.22067 0.0262294485897273 0.0693353871909637 0.0198883652912432 0.00180729074251884
"1996" 0.17059 0.22062 0.0256002533513046 0.0618526763178514 0.0197268767323637 0.00164580218363941
"1997" 0.16939 0.21712 0.0569050650401016 0.0835074597971055 0.0195653881734844 0.00148431362476004
"1998" 0.16989 0.21697 0.064091600140721 0.092754854611455 0.0194038996146049 0.00132282506588061
