"mallcauses" "fallcauses" "mbmi" "fbmi" "msmoking" "fsmoking"
"1924" NA NA 0.0780542830145062 0.112927439821781 0.270075853849084 0.100473673829807
"1925" NA NA 0.0781915588214518 0.112865446072027 0.268123091406541 0.0961693995838747
"1926" NA NA 0.0784324969262814 0.112940731550588 0.266270892455998 0.0921270591025077
"1927" NA NA 0.0787687556208953 0.113143435801152 0.264520893622109 0.088346528881891
"1928" NA NA 0.0791919931971938 0.113463698367409 0.262874731529524 0.0848276854182098
"1929" NA NA 0.079693867947077 0.113891658793046 0.261334042802896 0.0815704052076494
"1930" NA NA 0.080266038162445 0.114417456621752 0.259900464066877 0.0785745647463948
"1931" NA NA 0.0809001621351984 0.115031231397217 0.258575631946117 0.0758400405306312
"1932" NA NA 0.0815878981572371 0.115723122663129 0.25736118306527 0.0733667090565438
"1933" 0.0296 0.03699 0.0823209045204615 0.116483269963177 0.256258754048987 0.0711544468203178
"1934" 0.02994 0.03818 0.0830908395167717 0.117301812841048 0.25526998152192 0.0692031303181383
"1935" 0.03007 0.0386 0.083889361438068 0.118168890840433 0.254396502108721 0.0675126360461906
"1936" 0.03142 0.04085 0.0847081285762506 0.119074643505019 0.253639952434041 0.0660828405006597
"1937" 0.0302 0.04013 0.0855387992232197 0.120009210378495 0.253001969122533 0.0649136201777309
"1938" 0.0287 0.03793 0.0863730316708756 0.120962731004551 0.252484188798848 0.0640048515735893
"1939" 0.02829 0.03778 0.0872024842111184 0.121925344926874 0.252088248087638 0.06335641118442
"1940" 0.02788 0.03829 0.0880188151358484 0.122887191689153 0.251815783613555 0.0629681755064084
"1941" 0.02667 0.03728 0.0888136827369659 0.123838410835078 0.251668432001252 0.0628400210357395
"1942" 0.02581 0.03672 0.089578745306371 0.124769141908336 0.251647829875379 0.0629718242685985
"1943" 0.02613 0.03688 0.090305661135964 0.125669524452616 0.251755613860588 0.0633634617011706
"1944" 0.02454 0.03528 0.0909860885176451 0.126529698011608 0.251993420581533 0.064014809829641
"1945" 0.02365 0.03477 0.0916116857433144 0.127339802128999 0.252362886662863 0.0649257451501947
"1946" 0.0226 0.03373 0.0921741111048723 0.128089976348479 0.252865648729232 0.066096144159017
"1947" 0.02261 0.03486 0.0926650228942191 0.128770360213737 0.253503343405291 0.0675258833522931
"1948" 0.02215 0.03488 0.0930760794032547 0.129371093268459 0.254277607315691 0.0692148392262081
"1949" 0.02198 0.035 0.0933989389238796 0.129882315056337 0.255190077085086 0.0711628882769473
"1950" 0.02177 0.03527 0.093625259747994 0.130294165121057 0.256242389338126 0.0733699070006957
"1951" 0.02169 0.03555 0.0937467001674979 0.130596783006310 0.257436180699463 0.0758357718936385
"1952" 0.02131 0.03556 0.0937549184742917 0.130780308255783 0.25877308779375 0.078560359451961
"1953" 0.021 0.03578 0.0936415729602757 0.130834880413165 0.260254747245638 0.0815435461718482
"1954" 0.01988 0.03442 0.09339832191735 0.130750639022145 0.261882795679779 0.0847852085494854
"1955" 0.01998 0.03469 0.0930168236374148 0.130517723626412 0.263658869720825 0.0882852230810577
"1956" 0.01968 0.03497 0.0924887364123704 0.130126273769654 0.265756318074817 0.0922019153980682
"1957" 0.01989 0.03599 0.0918057185341171 0.12956642899556 0.268293198101992 0.0966549389047252
"1958" 0.01915 0.03505 0.090959428294555 0.128828328847819 0.271188209408295 0.101586161756272
"1959" 0.01961 0.03593 0.0899415239855842 0.127902112870119 0.274360051599671 0.106937452107952
"1960" 0.01991 0.03764 0.0887436638991052 0.126777920606149 0.277727424282065 0.112650678115009
"1961" 0.01948 0.03669 0.087357506327018 0.125445891599598 0.281209027061423 0.118667707932686
"1962" 0.01881 0.03633 0.085970599930324 0.124136213801897 0.284723559543689 0.124930409716227
"1963" 0.01886 0.03669 0.0847740902693867 0.123085044450605 0.288189721334810 0.131380651620874
"1964" 0.0182 0.03448 0.0837650309851495 0.122291477018600 0.291526212040729 0.137960301801871
"1965" 0.01964 0.03717 0.082940475718556 0.12175460497876 0.294651731267393 0.144611228414461
"1966" 0.01965 0.03788 0.0822974781105497 0.121473521803964 0.297484978620746 0.151275299613889
"1967" 0.01722 0.03479 0.0818330918020742 0.12144732096709 0.300348057372082 0.158701400833483
"1968" 0.01822 0.03727 0.081544370434073 0.121675095941017 0.303500934314310 0.167427395298896
"1969" 0.01728 0.03598 0.0814283676474896 0.122155940198623 0.306769104335804 0.177078617853855
"1970" 0.01746 0.03567 0.0814821370832676 0.122888947212786 0.309978062324935 0.187280403342086
"1971" 0.01669 0.03456 0.0817027323823505 0.123873210456385 0.312953303170075 0.197658086607315
"1972" 0.01653 0.03386 0.0820872071856818 0.125107823402298 0.315520321759596 0.207837002493267
"1973" 0.0161 0.03381 0.0826326151342052 0.126591879523404 0.317504612981871 0.217442485843671
"1974" 0.01507 0.03188 0.0833363271287556 0.128324072897435 0.318731671725271 0.226099871502251
"1975" 0.01472 0.03082 0.0841955100198763 0.130303375236858 0.318585195531244 0.233155891253243
"1976" 0.01473 0.03079 0.085206911373073 0.132529296466654 0.316850127785650 0.238389980645380
"1977" 0.01452 0.02997 0.0863672787538511 0.135001346511804 0.313953832143475 0.242076530169135
"1978" 0.01456 0.0293 0.0876733597277162 0.137719035297288 0.310323672259710 0.244489930314982
"1979" 0.01431 0.02887 0.089431339298442 0.140757158409394 0.306387011789343 0.245904571573395
"1980" 0.0147 0.02862 0.0919013770868999 0.144148778999254 0.302030769451552 0.245493888729368
"1981" 0.0143 0.02757 0.095007269534264 0.147833162059619 0.296777390125254 0.244360442400051
"1982" 0.01394 0.02643 0.0991202061388595 0.152919338781064 0.290277701691405 0.241193734296197
"1983" 0.01414 0.02648 0.103872692903638 0.157044785612942 0.282780042978546 0.236397056975500
"1984" 0.01406 0.02583 0.109325666019043 0.160652653191989 0.274532752815219 0.230373702995649
"1985" 0.01462 0.0267 0.115012258620881 0.164247573599671 0.265784170029966 0.223526964914338
"1986" 0.014 0.02599 0.120309588987466 0.167187617366573 0.25678263345133 0.216260135289256
"1987" 0.01398 0.02549 0.125822281887968 0.170270892359631 0.247776481907853 0.208976506678096
"1988" 0.01392 0.02528 0.132529645840505 0.175126935796666 0.239014054228077 0.202079371638550
"1989" 0.01367 0.02454 0.139576373233222 0.180246565048053 0.230743689240544 0.195972022728308
"1990" 0.0137 0.02448 0.147021841049635 0.185166471863637 0.223213725773796 0.191057752505062
"1991" 0.01338 0.02374 0.152903863902339 0.189188882864266 0.216274980507250 0.187613326412278
"1992" 0.01291 0.02316 0.159136734312297 0.193668212755823 0.209763136848782 0.184696476353426
"1993" 0.01327 0.02305 0.164579086591683 0.197191581965711 0.203642990415514 0.182237044270611
"1994" 0.0129 0.02196 0.171815647961286 0.202229963847402 0.19781908460246 0.180621918552264
"1995" 0.01302 0.02162 0.184687763521548 0.211854812062346 0.192426679997693 0.179111411115576
"1996" 0.01283 0.02126 0.199638410440516 0.223520534301896 0.187601037189283 0.176965833877739
"1997" 0.01279 0.02098 0.218150903133242 0.242148774985839 0.183477416765304 0.173445498755944
"1998" 0.01323 0.02098 0.238629393910012 0.25986746473523 0.181162657485091 0.169037655794160
"1999" 0.01288 0.02023 0.258185064860841 0.276758895864822 0.179130097280377 0.164303514540872
"2000" 0.0126 0.01963 0.272519293325329 0.289342102012709 0.176171297041276 0.15897933433888
"2001" 0.01227 0.01932 0.284653012476223 0.300217200615464 0.172498352135724 0.153377553724980
"2002" 0.01205 0.01881 0.294079512616265 0.309057311116494 0.167666929990732 0.147592911887907
