"mallcauses" "fallcauses" "mbmi" "fbmi" "msmoking" "fsmoking"
"1924" NA NA 0.0792526882101696 0.114369779188193 0.531386907199838 0.363059568106208
"1925" NA NA 0.0787050270037402 0.114773638226799 0.532836065310745 0.361866886470855
"1926" NA NA 0.0783480775955605 0.115218384005419 0.534151175597174 0.360718439907763
"1927" NA NA 0.0781692110392385 0.115700349479771 0.535334248298402 0.359615708103975
"1928" NA NA 0.0781557983883821 0.116215867605571 0.536387293653707 0.358560170746533
"1929" NA NA 0.0782952106965993 0.116761271338536 0.537312321902366 0.357553307522478
"1930" NA NA 0.0785748190174981 0.117332893634385 0.538111343283657 0.356596598118852
"1931" NA NA 0.0789819944046866 0.117927067448834 0.538786368036856 0.355691522222697
"1932" NA NA 0.0795041079117727 0.1185401257376 0.539339406401242 0.354839559521055
"1933" 0.00736 0.00958 0.0801285305923643 0.119168401456401 0.539772468616091 0.354042189700967
"1934" 0.00725 0.00975 0.0808426335000696 0.119808227560954 0.540087564920681 0.353300892449476
"1935" 0.00715 0.00964 0.0816337876884965 0.120455937006976 0.54028670555429 0.352617147453623
"1936" 0.0072 0.01015 0.082489364211253 0.121107862750184 0.540371900756195 0.35199243440045
"1937" 0.00695 0.00982 0.083396734121947 0.121760337746296 0.540345160765673 0.351428232976999
"1938" 0.00643 0.00882 0.0843432684741867 0.122409694951028 0.540208495822002 0.350926022870311
"1939" 0.00627 0.00863 0.08531633832158 0.123052267320099 0.53996391616446 0.350487283767429
"1940" 0.00621 0.0086 0.0863033147177348 0.123684387809225 0.539613432032322 0.350113495355395
"1941" 0.00602 0.00854 0.0872915687162592 0.124302389374123 0.539159053664868 0.349806137321249
"1942" 0.00569 0.00835 0.0882684713707612 0.124902604970511 0.538602791301375 0.349566689352035
"1943" 0.0057 0.00817 0.0892213937348487 0.125481367554106 0.537946655181119 0.349396631134793
"1944" 0.00532 0.00776 0.0901377068621298 0.126035010080625 0.537192655543379 0.349297442356566
"1945" 0.00527 0.00774 0.0910047818062124 0.126559865505785 0.536342802627431 0.349270602704396
"1946" 0.00502 0.00731 0.0918099896207046 0.127052266785304 0.535399106672553 0.349317591865323
