"mallcauses" "fallcauses" "mbmi" "fbmi" "msmoking" "fsmoking"
"1924" NA NA 0.00326764670908528 0.00492149376265198 0.101791459230687 0.0687262534311308
"1925" NA NA 0.00323707687005066 0.00492859209177031 0.102944087927435 0.0690466507446907
"1926" NA NA 0.00321809874772946 0.0049368003915813 0.104017179782179 0.0693422128029611
"1927" NA NA 0.00320990119973314 0.00494604608664757 0.105011331339102 0.0696129036397898
"1928" NA NA 0.00321167308367319 0.00495625660153172 0.105927139142387 0.0698586872890246
"1929" NA NA 0.00322260325716108 0.00496735936079637 0.106765199736217 0.0700795277845131
"1930" NA NA 0.00324188057780832 0.00497928178900411 0.107526109664773 0.0702753891601033
"1931" NA NA 0.00326869390322634 0.00499195131071755 0.108210465472240 0.0704462354496428
"1932" NA NA 0.00330223209102667 0.0050052953504993 0.108818863702798 0.0705920306869795
"1933" 0.0011 0.00146 0.00334168399882075 0.00501924133291196 0.109351900900632 0.070712738905961
"1934" 0.00114 0.00147 0.00338623848422009 0.00503371668251814 0.109810173609924 0.0708083241404351
"1935" 0.00114 0.00152 0.00343508440483615 0.00504864882388045 0.110194278374856 0.0708787504242497
"1936" 0.00113 0.00149 0.00348741061828041 0.00506396518156149 0.110504811739612 0.0709239817912524
"1937" 0.00102 0.00136 0.00354240598216435 0.00507959318012387 0.110742370248373 0.070943982275291
"1938" 0.00091 0.00121 0.00359925935409946 0.00509546024413019 0.110907550445323 0.0709387159102133
"1939" 0.00083 0.00119 0.00365715959169721 0.00511149379814306 0.111000948874643 0.0709081467298671
"1940" 8e-04 0.00108 0.00371529555256908 0.00512762126672509 0.111023162080518 0.0708522387681001
"1941" 0.00074 0.00104 0.00377285609432656 0.00514377007443887 0.110974786607129 0.07077095605876
"1942" 0.00064 0.00098 0.00382903007458111 0.00515986764584703 0.110856418998660 0.0706642626356947
"1943" 7e-04 0.00102 0.00388300635094422 0.00517584140551215 0.110668655799292 0.070532122532752
"1944" 0.00067 0.00103 0.00393397378102737 0.00519161877799687 0.110412093553209 0.0703744997837794
"1945" 0.00067 0.001 0.00398112122244204 0.00520712718786376 0.110087328804593 0.0701913584226249
"1946" 6e-04 0.00092 0.00402363753279972 0.00522229405967545 0.109694958097627 0.0699826624831362
